sample,donor_id,study,cell_type,group,g,tot,cpm,expr
Adams_Kaminski_2020_193CO-a,Adams_Kaminski_2020_193CO,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),12.0,34502.0,347.8059242942438,5.854515676679128
Adams_Kaminski_2020_193CO-a,Adams_Kaminski_2020_193CO,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),3.0,23414.0,128.12847014606646,4.860807801394795
Adams_Kaminski_2020_193CO-a,Adams_Kaminski_2020_193CO,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),112.0,459905.0,243.52855481023255,5.499332090685578
Adams_Kaminski_2020_193CO-b,Adams_Kaminski_2020_193CO,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),49.0,168045.0,291.5885625874022,5.678767398920468
Adams_Kaminski_2020_193CO-b,Adams_Kaminski_2020_193CO,Adams_Kaminski_2020,club cell,Epithelial (normal lung),3.0,11987.0,250.27112705430886,5.52653254361645
Adams_Kaminski_2020_193CO-b,Adams_Kaminski_2020_193CO,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),14.0,49331.0,283.7972066246377,5.651777371289712
Adams_Kaminski_2020_193CO-b,Adams_Kaminski_2020_193CO,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),8.0,70528.0,113.43012704174228,4.739964392542608
Adams_Kaminski_2020_193CO-b,Adams_Kaminski_2020_193CO,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),159.0,473378.0,335.8837968811394,5.819738054513085
Adams_Kaminski_2020_194CO-a,Adams_Kaminski_2020_194CO,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),5.0,18091.0,276.380520700901,5.625390284437837
Adams_Kaminski_2020_194CO-a,Adams_Kaminski_2020_194CO,Adams_Kaminski_2020,club cell,Epithelial (normal lung),14.0,43339.0,323.03468008029716,5.780850547349115
Adams_Kaminski_2020_194CO-a,Adams_Kaminski_2020_194CO,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),15.0,43596.0,344.06826314340765,5.843742261642614
Adams_Kaminski_2020_194CO-a,Adams_Kaminski_2020_194CO,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),5.0,18106.0,276.1515519717221,5.624564475603778
Adams_Kaminski_2020_194CO-a,Adams_Kaminski_2020_194CO,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),184.0,705020.0,260.9855039573346,5.568289173823304
Adams_Kaminski_2020_207CO,Adams_Kaminski_2020_207CO,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),78.0,311429.0,250.45837092884733,5.52727745269359
Adams_Kaminski_2020_207CO,Adams_Kaminski_2020_207CO,Adams_Kaminski_2020,club cell,Epithelial (normal lung),5.0,35400.0,141.24293785310735,4.9575364257501855
Adams_Kaminski_2020_207CO,Adams_Kaminski_2020_207CO,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),14.0,30896.0,453.1330916623511,6.118390308521576
Adams_Kaminski_2020_207CO,Adams_Kaminski_2020_207CO,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),42.0,143745.0,292.1840759678597,5.680800657377495
Adams_Kaminski_2020_207CO,Adams_Kaminski_2020_207CO,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),25.0,142505.0,175.43244096698362,5.172938032372633
Adams_Kaminski_2020_208C,Adams_Kaminski_2020_208C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),2.0,4343.0,460.5111673958093,6.134506251690896
Adams_Kaminski_2020_208C,Adams_Kaminski_2020_208C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),2.0,14495.0,137.97861331493618,4.9343200602492425
Adams_Kaminski_2020_208C,Adams_Kaminski_2020_208C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),0.0,32684.0,0.0,0.0
Adams_Kaminski_2020_208C,Adams_Kaminski_2020_208C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),75.0,390689.0,191.96854787311648,5.262527211236749
Adams_Kaminski_2020_217CO-a,Adams_Kaminski_2020_217CO,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),104.0,304573.0,341.461652871397,5.836159689014742
Adams_Kaminski_2020_217CO-a,Adams_Kaminski_2020_217CO,Adams_Kaminski_2020,club cell,Epithelial (normal lung),10.0,49727.0,201.09799505298932,5.3087527037912885
Adams_Kaminski_2020_217CO-a,Adams_Kaminski_2020_217CO,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),64.0,57000.0,1122.8070175438595,7.024477323136141
Adams_Kaminski_2020_217CO-a,Adams_Kaminski_2020_217CO,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),19.0,122538.0,155.05394245050513,5.050201732418838
Adams_Kaminski_2020_217CO-a,Adams_Kaminski_2020_217CO,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),203.0,429780.0,472.3346828609986,6.1598027130379185
Adams_Kaminski_2020_218C-a,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),71.0,68316.0,1039.2880145207566,6.947252890834624
Adams_Kaminski_2020_218C-a,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),9.0,14928.0,602.8938906752412,6.403398504811684
Adams_Kaminski_2020_218C-a,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),13.0,6747.0,1926.7822736030828,7.564125540164467
Adams_Kaminski_2020_218C-a,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),17.0,19439.0,874.530582848912,6.7748300829820645
Adams_Kaminski_2020_218C-a,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),68.0,180756.0,376.1977472393724,5.932769578417429
Adams_Kaminski_2020_218C-b,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),36.0,79865.0,450.76065861140677,6.113152523242496
Adams_Kaminski_2020_218C-b,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),9.0,28049.0,320.8670540839246,5.774138584772083
Adams_Kaminski_2020_218C-b,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),2.0,2523.0,792.7070947284979,6.6767144948605806
Adams_Kaminski_2020_218C-b,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),8.0,13305.0,601.2777151446824,6.40071865977142
Adams_Kaminski_2020_218C-b,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),92.0,196923.0,467.1876824951885,6.148869246498843
Adams_Kaminski_2020_219C-a,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),19.0,44886.0,423.2945684623268,6.050427950953416
Adams_Kaminski_2020_219C-a,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),16.0,36667.0,436.35966945755035,6.080755898819014
Adams_Kaminski_2020_219C-a,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),60.0,111472.0,538.2517582890771,6.2901825458834715
Adams_Kaminski_2020_219C-b,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),12.0,31701.0,378.5369546701997,5.938951969354905
Adams_Kaminski_2020_219C-b,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),0.0,3293.0,0.0,0.0
Adams_Kaminski_2020_219C-b,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),2.0,7075.0,282.6855123674912,5.647866273776598
Adams_Kaminski_2020_219C-b,Adams_Kaminski_2020_218C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),39.0,93835.0,415.62316832738315,6.032182140164314
Adams_Kaminski_2020_222C,Adams_Kaminski_2020_222C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),22.0,31614.0,695.8942240779402,6.546633640388804
Adams_Kaminski_2020_222C,Adams_Kaminski_2020_222C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),26.0,55438.0,468.9923878927811,6.1527164986001415
Adams_Kaminski_2020_222C,Adams_Kaminski_2020_222C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),8.0,8784.0,910.7468123861566,6.815362333533686
Adams_Kaminski_2020_222C,Adams_Kaminski_2020_222C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),35.0,120732.0,289.89828711526354,5.672973677258532
Adams_Kaminski_2020_226C-a,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),132.0,249031.0,530.054491207922,6.274864635954123
Adams_Kaminski_2020_226C-a,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),8.0,27093.0,295.2792234156424,5.691302332025285
Adams_Kaminski_2020_226C-a,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),1.0,4968.0,201.28824476650564,5.30969363455905
Adams_Kaminski_2020_226C-a,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),55.0,108841.0,505.3242803722862,6.2271773343187515
Adams_Kaminski_2020_226C-a,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),135.0,298788.0,451.82537451303267,6.115506564437728
Adams_Kaminski_2020_226C-b,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),107.0,211212.0,506.6000037876636,6.229693743302139
Adams_Kaminski_2020_226C-b,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),1.0,6032.0,165.78249336870024,5.116690528593258
Adams_Kaminski_2020_226C-b,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),21.0,10457.0,2008.224156067706,7.605503934532916
Adams_Kaminski_2020_226C-b,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),49.0,112159.0,436.87978673133676,6.081944413188044
Adams_Kaminski_2020_226C-b,Adams_Kaminski_2020_226C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),174.0,408664.0,425.777655971654,6.056263165600868
Adams_Kaminski_2020_235CO,Adams_Kaminski_2020_235CO,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),99.0,449309.0,220.33834176479883,5.3996924890077205
Adams_Kaminski_2020_235CO,Adams_Kaminski_2020_235CO,Adams_Kaminski_2020,club cell,Epithelial (normal lung),28.0,60839.0,460.2311017603839,6.133899222722165
Adams_Kaminski_2020_235CO,Adams_Kaminski_2020_235CO,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),3.0,3654.0,821.0180623973727,6.711762368534193
Adams_Kaminski_2020_235CO,Adams_Kaminski_2020_235CO,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),33.0,123011.0,268.26869141784067,5.595709733934692
Adams_Kaminski_2020_235CO,Adams_Kaminski_2020_235CO,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),124.0,280167.0,442.59316764643944,6.094907853298175
Adams_Kaminski_2020_237CO,Adams_Kaminski_2020_237CO,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),22.0,235566.0,93.392085445268,4.547457229014473
Adams_Kaminski_2020_237CO,Adams_Kaminski_2020_237CO,Adams_Kaminski_2020,club cell,Epithelial (normal lung),3.0,8050.0,372.67080745341616,5.923375215841534
Adams_Kaminski_2020_237CO,Adams_Kaminski_2020_237CO,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),17.0,95063.0,178.82877670597395,5.19200515765146
Adams_Kaminski_2020_237CO,Adams_Kaminski_2020_237CO,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),13.0,79027.0,164.50074025333114,5.10897566763691
Adams_Kaminski_2020_237CO,Adams_Kaminski_2020_237CO,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),59.0,246004.0,239.83349864229848,5.4841058177222495
Adams_Kaminski_2020_238CO,Adams_Kaminski_2020_238CO,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),77.0,164659.0,467.6331084240764,6.149820177491774
Adams_Kaminski_2020_238CO,Adams_Kaminski_2020_238CO,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),19.0,42094.0,451.3707416733977,6.114502068572727
Adams_Kaminski_2020_238CO,Adams_Kaminski_2020_238CO,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),35.0,123891.0,282.50639675198363,5.6472346864123155
Adams_Kaminski_2020_238CO,Adams_Kaminski_2020_238CO,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),49.0,137339.0,356.7813949424417,5.8799221712386975
Adams_Kaminski_2020_244C,Adams_Kaminski_2020_244C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),38.0,91613.0,414.7882942377173,6.030176222641185
Adams_Kaminski_2020_244C,Adams_Kaminski_2020_244C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),18.0,82356.0,218.5633105056098,5.391640621476607
Adams_Kaminski_2020_253C,Adams_Kaminski_2020_253C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),1.0,998.0,1002.004008016032,6.9107547839819
Adams_Kaminski_2020_253C,Adams_Kaminski_2020_253C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),4.0,9033.0,442.82076829403303,6.095420805920094
Adams_Kaminski_2020_253C,Adams_Kaminski_2020_253C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),10.0,21622.0,462.49190639163817,6.138788922915235
Adams_Kaminski_2020_253C,Adams_Kaminski_2020_253C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),9.0,35267.0,255.19607565145884,5.545943071825643
Adams_Kaminski_2020_296C,Adams_Kaminski_2020_296C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),85.0,356912.0,238.1539427085668,5.477107456331895
Adams_Kaminski_2020_296C,Adams_Kaminski_2020_296C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),8.0,11310.0,707.3386383731212,6.562922282130297
Adams_Kaminski_2020_296C,Adams_Kaminski_2020_296C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),6.0,32147.0,186.64261050797896,5.2345391456848365
Adams_Kaminski_2020_296C,Adams_Kaminski_2020_296C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),7.0,10260.0,682.2612085769981,6.526877229469812
Adams_Kaminski_2020_296C,Adams_Kaminski_2020_296C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),46.0,112732.0,408.0474044636838,6.013831052660719
Adams_Kaminski_2020_388C,Adams_Kaminski_2020_388C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),6.0,33710.0,177.98872738059924,5.187322828330335
Adams_Kaminski_2020_388C,Adams_Kaminski_2020_388C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),15.0,28417.0,527.8530457120738,6.270710596880242
Adams_Kaminski_2020_388C,Adams_Kaminski_2020_388C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),8.0,18478.0,432.9472886676047,6.072923072041249
Adams_Kaminski_2020_388C,Adams_Kaminski_2020_388C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),1.0,5599.0,178.6033220217896,5.190750652477601
Adams_Kaminski_2020_388C,Adams_Kaminski_2020_388C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),36.0,100398.0,358.5728799378474,5.8849168824504545
Adams_Kaminski_2020_396C,Adams_Kaminski_2020_396C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),83.0,389415.0,213.1402231552457,5.366631048829356
Adams_Kaminski_2020_396C,Adams_Kaminski_2020_396C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),4.0,17204.0,232.50406882120438,5.453199502315609
Adams_Kaminski_2020_396C,Adams_Kaminski_2020_396C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),7.0,16821.0,416.1464835622139,6.033437439640287
Adams_Kaminski_2020_396C,Adams_Kaminski_2020_396C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),13.0,33780.0,384.8431024274719,5.955430816438197
Adams_Kaminski_2020_439C,Adams_Kaminski_2020_439C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),5.0,39109.0,127.84780996701528,4.858631940190367
Adams_Kaminski_2020_439C,Adams_Kaminski_2020_439C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),3.0,24998.0,120.00960076806145,4.795869887639668
Adams_Kaminski_2020_439C,Adams_Kaminski_2020_439C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),85.0,97939.0,867.8871542490734,6.7672132598126105
Adams_Kaminski_2020_439C-b,Adams_Kaminski_2020_439C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),10.0,67020.0,149.20919128618323,5.012028931107468
Adams_Kaminski_2020_439C-b,Adams_Kaminski_2020_439C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),4.0,23361.0,171.22554685159028,5.148804936690304
Adams_Kaminski_2020_439C-b,Adams_Kaminski_2020_439C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),9.0,20789.0,432.9212564336909,6.072863080850029
Adams_Kaminski_2020_439C-b,Adams_Kaminski_2020_439C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),13.0,35655.0,364.6052447062123,5.901554184953611
Adams_Kaminski_2020_439C-b,Adams_Kaminski_2020_439C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),142.0,251916.0,563.6799568110006,6.33625912253197
Adams_Kaminski_2020_454C,Adams_Kaminski_2020_454C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),76.0,243248.0,312.43833453923565,5.74760264069065
Adams_Kaminski_2020_454C,Adams_Kaminski_2020_454C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),1.0,4875.0,205.1282051282051,5.328498330198315
Adams_Kaminski_2020_454C,Adams_Kaminski_2020_454C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),54.0,169948.0,317.7442511827147,5.764389060804786
Adams_Kaminski_2020_454C,Adams_Kaminski_2020_454C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),53.0,149006.0,355.6903748842328,5.876868108216737
Adams_Kaminski_2020_454C,Adams_Kaminski_2020_454C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),11.0,10577.0,1039.9924364186443,6.947929802900432
Adams_Kaminski_2020_465C,Adams_Kaminski_2020_465C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),14.0,30284.0,462.2903183199049,6.138353894988421
Adams_Kaminski_2020_465C,Adams_Kaminski_2020_465C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),43.0,272103.0,158.02839365975385,5.06908276275379
Adams_Kaminski_2020_465C,Adams_Kaminski_2020_465C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),56.0,108113.0,517.9765615605893,6.251858721376533
Adams_Kaminski_2020_483C,Adams_Kaminski_2020_483C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),31.0,47271.0,655.7931924435701,6.487369193351816
Adams_Kaminski_2020_483C,Adams_Kaminski_2020_483C,Adams_Kaminski_2020,club cell,Epithelial (normal lung),4.0,3695.0,1082.5439783491206,6.987992409307399
Adams_Kaminski_2020_483C,Adams_Kaminski_2020_483C,Adams_Kaminski_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),5.0,21377.0,233.89624362632736,5.459143900163344
Adams_Kaminski_2020_483C,Adams_Kaminski_2020_483C,Adams_Kaminski_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),48.0,98325.0,488.1769641495042,6.192724313884812
Adams_Kaminski_2020_483C,Adams_Kaminski_2020_483C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),58.0,176737.0,328.1712374884716,5.796578094051683
Adams_Kaminski_2020_484C,Adams_Kaminski_2020_484C,Adams_Kaminski_2020,epithelial cell of lung,Epithelial (normal lung),1.0,4724.0,211.68501270110076,5.359812257575525
Adams_Kaminski_2020_484C,Adams_Kaminski_2020_484C,Adams_Kaminski_2020,multiciliated epithelial cell,Epithelial (normal lung),11.0,12610.0,872.323552735924,6.7723061088669825
Chen_Zhang_2020_NSCLC-2,Chen_Zhang_2020_NSCLC-2,Chen_Zhang_2020,malignant cell,I,15.0,54495.0,275.25461051472615,5.621322942338759
Chen_Zhang_2020_NSCLC-3,Chen_Zhang_2020_NSCLC-3,Chen_Zhang_2020,malignant cell,I,6.0,59215.0,101.32567761546905,4.628160644545341
