sample,donor_id,study,cell_type,group,g,tot,cpm,expr
Maynard_Bivona_2020_LT_S63,Maynard_Bivona_2020_TH171,Maynard_Bivona_2020,malignant cell,IV,6157082.0,940172334.0,6548.886600187918,8.787203015531018
Maynard_Bivona_2020_LT_S66,Maynard_Bivona_2020_TH238,Maynard_Bivona_2020,malignant cell,I,1808473.0,519964109.0,3478.0727529022583,8.154521086948884
Maynard_Bivona_2020_LT_S69,Maynard_Bivona_2020_TH248,Maynard_Bivona_2020,malignant cell,III,1259197.0,370075444.0,3402.5413477582697,8.132571741413674
Maynard_Bivona_2020_LT_S71,Maynard_Bivona_2020_TH236,Maynard_Bivona_2020,malignant cell,IV,521525.0,183596796.0,2840.5996801817823,7.9521224402492034
Maynard_Bivona_2020_LT_S72,Maynard_Bivona_2020_TH222,Maynard_Bivona_2020,malignant cell,IV,5316.0,21256426.0,250.08907894488004,5.525807772365766
Maynard_Bivona_2020_LT_S74,Maynard_Bivona_2020_TH248,Maynard_Bivona_2020,malignant cell,III,222317.0,96576981.0,2301.96675955319,7.741953466174701
Maynard_Bivona_2020_LT_S75,Maynard_Bivona_2020_TH266,Maynard_Bivona_2020,malignant cell,IV,116517.0,65197047.0,1787.1514947601845,7.488937680757272
Maynard_Bivona_2020_LT_S79,Maynard_Bivona_2020_TH179,Maynard_Bivona_2020,malignant cell,IV,163039.0,84001266.0,1940.9112238856019,7.571427934050238
Maynard_Bivona_2020_LT_S80,Maynard_Bivona_2020_TH179,Maynard_Bivona_2020,malignant cell,IV,39059.0,15970398.0,2445.7123736052163,7.802500514075992
Maynard_Bivona_2020_LT_S81,Maynard_Bivona_2020_TH266,Maynard_Bivona_2020,malignant cell,IV,161971.0,64443312.0,2513.387269729402,7.8297844225248685
Maynard_Bivona_2020_LT_S82,Maynard_Bivona_2020_TH226,Maynard_Bivona_2020,malignant cell,IV,5294.0,41658847.0,127.07984932948337,4.8526538923095925
Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020,epithelial cell of lung,Epithelial (normal lung),8.0,11024.0,725.6894049346879,6.5884991578199905
Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020,club cell,Epithelial (normal lung),13.0,10991.0,1182.7859157492494,7.076472984694084
Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),27.0,48650.0,554.9845837615622,6.320740566818631
Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),212.0,386065.0,549.1303277945424,6.310155209782459
Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020_muc3843,Mayr_Schiller_2020,multiciliated epithelial cell,Epithelial (normal lung),41.0,39547.0,1036.74109287683,6.9448016037855735
Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020,epithelial cell of lung,Epithelial (normal lung),37.0,63649.0,581.3131392480635,6.36700834298497
Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020,club cell,Epithelial (normal lung),9.0,36893.0,243.9487165586968,5.5010488684656185
Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),8.0,38854.0,205.89900653729347,5.332230783083582
Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),92.0,300081.0,306.58388901663216,5.7287478598509285
Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020_muc4658,Mayr_Schiller_2020,multiciliated epithelial cell,Epithelial (normal lung),31.0,83862.0,369.65490925568196,5.915271466005388
Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020,epithelial cell of lung,Epithelial (normal lung),4.0,6550.0,610.6870229007634,6.416220751213548
Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020,club cell,Epithelial (normal lung),19.0,26365.0,720.6523800493078,6.581543554874105
Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),47.0,27727.0,1695.098640314495,7.4360859752233806
Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),30.0,79521.0,377.25883728826346,5.935578716012892
Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020_muc5103,Mayr_Schiller_2020,multiciliated epithelial cell,Epithelial (normal lung),48.0,50333.0,953.6486996602627,6.861343419047052
Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020,epithelial cell of lung,Epithelial (normal lung),0.0,7327.0,0.0,0.0
Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020,club cell,Epithelial (normal lung),1.0,3763.0,265.7454158915759,5.586294704997932
Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),13.0,20895.0,622.1584111031348,6.434800757899554
Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),33.0,156391.0,211.0095849505406,5.356631485680832
Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020_muc5105,Mayr_Schiller_2020,multiciliated epithelial cell,Epithelial (normal lung),8.0,18413.0,434.47564220930866,6.076438864095336
Mayr_Schiller_2020_muc5212,Mayr_Schiller_2020_muc5212,Mayr_Schiller_2020,epithelial cell of lung,Epithelial (normal lung),9.0,11718.0,768.0491551459294,6.645154888328761
Mayr_Schiller_2020_muc5212,Mayr_Schiller_2020_muc5212,Mayr_Schiller_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),11.0,16946.0,649.120736456981,6.477158094035941
Mayr_Schiller_2020_muc5212,Mayr_Schiller_2020_muc5212,Mayr_Schiller_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),103.0,187963.0,547.9801875901109,6.308062352680032
Mayr_Schiller_2020_muc5212,Mayr_Schiller_2020_muc5212,Mayr_Schiller_2020,multiciliated epithelial cell,Epithelial (normal lung),1.0,7838.0,127.58356723653992,4.8565790216522355
Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020,epithelial cell of lung,Epithelial (normal lung),9.0,12232.0,735.7750163505559,6.60228257604719
Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020,club cell,Epithelial (normal lung),2.0,4586.0,436.1098996947231,6.08018465019372
Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),5.0,8555.0,584.4535359438925,6.372386821979104
Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),23.0,55474.0,414.6086454915816,6.029744061442732
Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020_muc5213,Mayr_Schiller_2020,multiciliated epithelial cell,Epithelial (normal lung),36.0,92909.0,387.47591729541807,5.962231178942726
Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020,epithelial cell of lung,Epithelial (normal lung),2.0,3673.0,544.5140212360468,6.301728508400261
Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020,club cell,Epithelial (normal lung),0.0,1614.0,0.0,0.0
Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),0.0,1500.0,0.0,0.0
Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),14.0,95438.0,146.69209329617132,4.99512965591873
Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020_muc9832,Mayr_Schiller_2020,multiciliated epithelial cell,Epithelial (normal lung),1.0,5744.0,174.09470752089138,5.165327013368939
Mayr_Schiller_2020_muc9833,Mayr_Schiller_2020_muc9833,Mayr_Schiller_2020,epithelial cell of lung,Epithelial (normal lung),7.0,20836.0,335.9569975043194,5.819955318365549
Mayr_Schiller_2020_muc9833,Mayr_Schiller_2020_muc9833,Mayr_Schiller_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),4.0,18439.0,216.93150387765064,5.384180811021076
Mayr_Schiller_2020_muc9833,Mayr_Schiller_2020_muc9833,Mayr_Schiller_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),123.0,512913.0,239.80675085248376,5.483994748143367
Mayr_Schiller_2020_muc9833,Mayr_Schiller_2020_muc9833,Mayr_Schiller_2020,multiciliated epithelial cell,Epithelial (normal lung),8.0,17120.0,467.2897196261682,6.1490871634099245
Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020,epithelial cell of lung,Epithelial (normal lung),3.0,19964.0,150.27048687637748,5.019069538160701
Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020,club cell,Epithelial (normal lung),2.0,2016.0,992.063492063492,6.9007946016421
Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),7.0,34883.0,200.67081386348653,5.306636733763613
Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),21.0,130172.0,161.32501613250162,5.0896005977785075
Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020_muc10380,Mayr_Schiller_2020,multiciliated epithelial cell,Epithelial (normal lung),8.0,15647.0,511.28011759442705,6.238871580108924
Reyfman_Misharin_2018_Donor_01,Reyfman_Misharin_2018_Donor_01,Reyfman_Misharin_2018,epithelial cell of lung,Epithelial (normal lung),38.0,158743.0,239.38063410670077,5.482223642455687
Reyfman_Misharin_2018_Donor_01,Reyfman_Misharin_2018_Donor_01,Reyfman_Misharin_2018,pulmonary alveolar type 1 cell,Epithelial (normal lung),49.0,199021.0,246.2051743283372,5.510218657113406
Reyfman_Misharin_2018_Donor_01,Reyfman_Misharin_2018_Donor_01,Reyfman_Misharin_2018,pulmonary alveolar type 2 cell,Epithelial (normal lung),2110.0,12838339.0,164.35147880111282,5.10807338284782
Reyfman_Misharin_2018_Donor_01,Reyfman_Misharin_2018_Donor_01,Reyfman_Misharin_2018,multiciliated epithelial cell,Epithelial (normal lung),38.0,79858.0,475.8446242079691,6.167190702411975
Reyfman_Misharin_2018_Donor_02,Reyfman_Misharin_2018_Donor_02,Reyfman_Misharin_2018,epithelial cell of lung,Epithelial (normal lung),61.0,235357.0,259.1807339488522,5.561376520096685
Reyfman_Misharin_2018_Donor_02,Reyfman_Misharin_2018_Donor_02,Reyfman_Misharin_2018,pulmonary alveolar type 1 cell,Epithelial (normal lung),158.0,522688.0,302.2835802620301,5.714668276275666
Reyfman_Misharin_2018_Donor_02,Reyfman_Misharin_2018_Donor_02,Reyfman_Misharin_2018,pulmonary alveolar type 2 cell,Epithelial (normal lung),1313.0,10949899.0,119.90978181625236,4.7950446626708585
Reyfman_Misharin_2018_Donor_02,Reyfman_Misharin_2018_Donor_02,Reyfman_Misharin_2018,multiciliated epithelial cell,Epithelial (normal lung),159.0,413266.0,384.74009475737176,5.955163813032503
Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018,epithelial cell of lung,Epithelial (normal lung),124.0,400497.0,309.61530298603986,5.73855517861243
Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018,club cell,Epithelial (normal lung),3.0,10045.0,298.65604778496765,5.702635309530384
Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018,pulmonary alveolar type 1 cell,Epithelial (normal lung),25.0,115923.0,215.66039526237242,5.378331128859764
Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018,pulmonary alveolar type 2 cell,Epithelial (normal lung),541.0,4516735.0,119.77678566486632,4.79394409538492
Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018_Donor_03,Reyfman_Misharin_2018,multiciliated epithelial cell,Epithelial (normal lung),29.0,119732.0,242.20759696655867,5.493915387131099
Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018,epithelial cell of lung,Epithelial (normal lung),163.0,603521.0,270.0817370066659,5.6024203879744965
Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018,club cell,Epithelial (normal lung),0.0,4684.0,0.0,0.0
Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018,pulmonary alveolar type 1 cell,Epithelial (normal lung),58.0,103578.0,559.964471219757,6.329657572358116
Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018,pulmonary alveolar type 2 cell,Epithelial (normal lung),1340.0,7318498.0,183.09767933256248,5.2154664826873525
Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018_Donor_04,Reyfman_Misharin_2018,multiciliated epithelial cell,Epithelial (normal lung),99.0,274226.0,361.0160962126129,5.891688675512973
Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018,epithelial cell of lung,Epithelial (normal lung),156.0,566090.0,275.57455528272885,5.622480423975106
Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018,club cell,Epithelial (normal lung),6.0,50534.0,118.73194285035817,4.7852554345273415
Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018,pulmonary alveolar type 1 cell,Epithelial (normal lung),52.0,263836.0,197.092132991707,5.288732240607556
Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018,pulmonary alveolar type 2 cell,Epithelial (normal lung),2960.0,16568951.0,178.6473989813839,5.19099603519913
Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018_Donor_05,Reyfman_Misharin_2018,multiciliated epithelial cell,Epithelial (normal lung),39.0,131172.0,297.3195499039429,5.698165227100128
Reyfman_Misharin_2018_Donor_06,Reyfman_Misharin_2018_Donor_06,Reyfman_Misharin_2018,epithelial cell of lung,Epithelial (normal lung),49.0,222434.0,220.29006356941832,5.399474345775203
Reyfman_Misharin_2018_Donor_06,Reyfman_Misharin_2018_Donor_06,Reyfman_Misharin_2018,pulmonary alveolar type 1 cell,Epithelial (normal lung),463.0,922287.0,502.01293089895006,6.22061587732189
Reyfman_Misharin_2018_Donor_06,Reyfman_Misharin_2018_Donor_06,Reyfman_Misharin_2018,pulmonary alveolar type 2 cell,Epithelial (normal lung),998.0,11464635.0,87.0503073146245,4.477908325164682
Reyfman_Misharin_2018_Donor_06,Reyfman_Misharin_2018_Donor_06,Reyfman_Misharin_2018,multiciliated epithelial cell,Epithelial (normal lung),38.0,74647.0,509.06265489570916,6.234533570909277
Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018,epithelial cell of lung,Epithelial (normal lung),96.0,419176.0,229.0207454625265,5.4381695025187895
Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018,club cell,Epithelial (normal lung),2.0,22675.0,88.20286659316427,4.490913175764258
Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018,pulmonary alveolar type 1 cell,Epithelial (normal lung),37.0,80841.0,457.68854912729927,6.128371437540271
Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018,pulmonary alveolar type 2 cell,Epithelial (normal lung),4087.0,21066510.0,194.00460731274427,5.27302318552947
Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018_Donor_07,Reyfman_Misharin_2018,multiciliated epithelial cell,Epithelial (normal lung),514.0,760813.0,675.5930826628883,6.5170700326214055
Reyfman_Misharin_2018_Donor_08,Reyfman_Misharin_2018_Donor_08,Reyfman_Misharin_2018,epithelial cell of lung,Epithelial (normal lung),33.0,187982.0,175.54872275005053,5.1735968878540355
Reyfman_Misharin_2018_Donor_08,Reyfman_Misharin_2018_Donor_08,Reyfman_Misharin_2018,pulmonary alveolar type 1 cell,Epithelial (normal lung),31.0,128195.0,241.81910370919303,5.492316736935279
Reyfman_Misharin_2018_Donor_08,Reyfman_Misharin_2018_Donor_08,Reyfman_Misharin_2018,pulmonary alveolar type 2 cell,Epithelial (normal lung),1693.0,10623721.0,159.3603597082416,5.077423530901259
Reyfman_Misharin_2018_Donor_08,Reyfman_Misharin_2018_Donor_08,Reyfman_Misharin_2018,multiciliated epithelial cell,Epithelial (normal lung),1.0,6193.0,161.47263038914903,5.090509559209673
Travaglini_Krasnow_2020_distal 1a,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,epithelial cell of lung,Epithelial (normal lung),261762.0,288584670.0,907.0544183791883,6.8113043089411045
Travaglini_Krasnow_2020_distal 1a,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,club cell,Epithelial (normal lung),423.0,2722771.0,155.35643651265565,5.052138250390401
Travaglini_Krasnow_2020_distal 1a,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),86346.0,44729945.0,1930.3846673632172,7.565992468888496
Travaglini_Krasnow_2020_distal 1a,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),56496.0,280815947.0,201.18515562793164,5.3091838895884
Travaglini_Krasnow_2020_distal 1a,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,multiciliated epithelial cell,Epithelial (normal lung),97180.0,76270687.0,1274.1461211697228,7.150816055864892
Travaglini_Krasnow_2020_distal 1b,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,epithelial cell of lung,Epithelial (normal lung),429444.0,287928272.0,1491.4964654808193,7.308205477076897
Travaglini_Krasnow_2020_distal 1b,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,club cell,Epithelial (normal lung),6817.0,5180743.0,1315.8344276100936,7.182985974485418
Travaglini_Krasnow_2020_distal 1b,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),43050.0,29640583.0,1452.4005819993486,7.281661318622354
Travaglini_Krasnow_2020_distal 1b,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),45125.0,85651683.0,526.8431211094825,6.268799120446805
Travaglini_Krasnow_2020_distal 1b,Travaglini_Krasnow_2020_Lung_P1,Travaglini_Krasnow_2020,multiciliated epithelial cell,Epithelial (normal lung),228359.0,125982908.0,1812.6188990652606,7.503079519885198
Travaglini_Krasnow_2020_distal 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,epithelial cell of lung,Epithelial (normal lung),60688.0,64296019.0,943.8842551045035,6.851062438621391
Travaglini_Krasnow_2020_distal 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,club cell,Epithelial (normal lung),249460.0,218821488.0,1140.016011590233,7.039674382708604
Travaglini_Krasnow_2020_distal 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),335618.0,57525558.0,5834.241538343705,8.671670938610054
Travaglini_Krasnow_2020_distal 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),134527.0,382612098.0,351.60153247428156,5.865338616166127
Travaglini_Krasnow_2020_distal 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,multiciliated epithelial cell,Epithelial (normal lung),812488.0,293158275.0,2771.499457076557,7.927504523399997
Travaglini_Krasnow_2020_distal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,epithelial cell of lung,Epithelial (normal lung),240106.0,86849537.0,2764.6203801869433,7.92502025775402
Travaglini_Krasnow_2020_distal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,club cell,Epithelial (normal lung),10524.0,5857318.0,1796.7267612924552,7.494278235347785
Travaglini_Krasnow_2020_distal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),338750.0,141503024.0,2393.94177187337,7.781114197179265
Travaglini_Krasnow_2020_distal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),113956.0,181129858.0,629.1397854460859,6.445941676433937
Travaglini_Krasnow_2020_distal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,multiciliated epithelial cell,Epithelial (normal lung),52981.0,21076236.0,2513.7790258184623,7.829940216176075
Travaglini_Krasnow_2020_medial 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,epithelial cell of lung,Epithelial (normal lung),33824.0,32814510.0,1030.7635250381616,6.939024777379494
Travaglini_Krasnow_2020_medial 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,club cell,Epithelial (normal lung),145809.0,102340082.0,1424.7496889830518,7.262453051893929
Travaglini_Krasnow_2020_medial 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),455457.0,71021363.0,6412.95774624883,8.766231792493457
Travaglini_Krasnow_2020_medial 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),104193.0,292034991.0,356.78258842619306,5.879925507023559
Travaglini_Krasnow_2020_medial 2,Travaglini_Krasnow_2020_Lung_P2,Travaglini_Krasnow_2020,multiciliated epithelial cell,Epithelial (normal lung),527899.0,176470060.0,2991.4366210336193,8.003843257937541
Travaglini_Krasnow_2020_medial 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,epithelial cell of lung,Epithelial (normal lung),24101.0,16705887.0,1442.6650916530202,7.274940361564408
Travaglini_Krasnow_2020_medial 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,club cell,Epithelial (normal lung),17220.0,5610860.0,3069.04823859444,8.029448553355008
Travaglini_Krasnow_2020_medial 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),144872.0,61226564.0,2366.1625042359065,7.76944726124946
Travaglini_Krasnow_2020_medial 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),67830.0,82282241.0,824.3577128629737,6.715816883710174
Travaglini_Krasnow_2020_medial 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,multiciliated epithelial cell,Epithelial (normal lung),9492.0,2051480.0,4626.903503811882,8.439859237580176
Travaglini_Krasnow_2020_proximal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,epithelial cell of lung,Epithelial (normal lung),141480.0,53858316.0,2626.892381856128,7.873937428178532
Travaglini_Krasnow_2020_proximal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,club cell,Epithelial (normal lung),55249.0,11871249.0,4654.017450059383,8.445700938374255
Travaglini_Krasnow_2020_proximal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),56266.0,6118581.0,9195.923041633347,9.126624255099214
Travaglini_Krasnow_2020_proximal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),133807.0,128742693.0,1039.3366557898553,6.947299647243698
Travaglini_Krasnow_2020_proximal 3,Travaglini_Krasnow_2020_Lung_P3,Travaglini_Krasnow_2020,multiciliated epithelial cell,Epithelial (normal lung),20644.0,3225200.0,6400.843358551408,8.764341252650249
UKIM-V-2_P4_normal_adjacent,UKIM-V-2_P4,UKIM-V,epithelial cell of lung,Epithelial (normal lung),70.0,126049.0,555.3395901593825,6.321378881472214
UKIM-V-2_P4_normal_adjacent,UKIM-V-2_P4,UKIM-V,club cell,Epithelial (normal lung),273.0,186808.0,1461.39351633763,7.287829767113491
UKIM-V-2_P4_normal_adjacent,UKIM-V-2_P4,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),12.0,21705.0,552.8680027643401,6.316926396200116
UKIM-V-2_P4_normal_adjacent,UKIM-V-2_P4,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),204.0,360064.0,566.5659438322076,6.34135694319018
UKIM-V-2_P4_normal_adjacent,UKIM-V-2_P4,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),185.0,290665.0,636.4715394010287,6.457509631959187
UKIM-V-2_P4_tumor_primary,UKIM-V-2_P4,UKIM-V,malignant cell,I,4086.0,3903725.0,1046.6925820850597,6.954345484143972
UKIM-V-2_P5_normal_adjacent,UKIM-V-2_P5,UKIM-V,epithelial cell of lung,Epithelial (normal lung),32.0,78431.0,408.00193800920556,6.013719894440391
UKIM-V-2_P5_normal_adjacent,UKIM-V-2_P5,UKIM-V,club cell,Epithelial (normal lung),48.0,47176.0,1017.4665083940986,6.926053351860705
UKIM-V-2_P5_normal_adjacent,UKIM-V-2_P5,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),3.0,10113.0,296.6478789676654,5.695911173646461
UKIM-V-2_P5_normal_adjacent,UKIM-V-2_P5,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),63.0,208019.0,302.85695056701553,5.716557033314027
UKIM-V-2_P5_normal_adjacent,UKIM-V-2_P5,UKIM-V,multiciliated epithelial cell,Epithelial (normal lung),72.0,253476.0,284.050560999858,5.652666571550932
UKIM-V-2_P5_tumor_primary,UKIM-V-2_P5,UKIM-V,malignant cell,II,160.0,484410.0,330.2987138993828,5.8030204273163735
UKIM-V-2_P6_normal_adjacent,UKIM-V-2_P6,UKIM-V,epithelial cell of lung,Epithelial (normal lung),3.0,22349.0,134.2341939236655,4.907008045268181
UKIM-V-2_P6_normal_adjacent,UKIM-V-2_P6,UKIM-V,club cell,Epithelial (normal lung),2.0,16801.0,119.04053330158919,4.787829463261308
UKIM-V-2_P6_normal_adjacent,UKIM-V-2_P6,UKIM-V,pulmonary alveolar type 1 cell,Epithelial (normal lung),1.0,5185.0,192.86403085824494,5.267157041473104
UKIM-V-2_P6_normal_adjacent,UKIM-V-2_P6,UKIM-V,pulmonary alveolar type 2 cell,Epithelial (normal lung),6.0,50572.0,118.64272720082258,4.784510028560641
